2017, KARNATAKA, 29, BAGALKOT, 479, BADAMI, 6084, FAKIRBHUDIHAL, 215152, 1664335, Drinking water, 0, 0, 0, 0, 0, 0, 344235, 344235
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, ADUVALLI (GADIGESHWARA), 216944, 1704363, Drinking water, 0, 0, 0, 0, 0, 0, 100000, 100000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, ADUVALLI (GADIGESHWARA), 216944, 1704363, Roads, 0, 0, 0, 0, 0, 0, 462174, 462174
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, ADUVALLI (GADIGESHWARA), 216944, 1704363, Rural electrification, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, ADUVALLI (GADIGESHWARA), 216944, 1704363, Sanitation, 0, 0, 0, 0, 0, 0, 35159, 35159
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, ADUVALLI (GADIGESHWARA), 216944, 1704363, Total, 0, 0, 0, 0, 0, 0, 864051, 864051
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, BANNUR, 216947, 1625867, Drinking water, 0, 0, 0, 0, 0, 0, 310764, 310764
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, BANNUR, 216947, 1625867, Sanitation, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, BANNUR, 216947, 1625867, Total, 0, 0, 0, 0, 0, 0, 360764, 360764
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, BALE ( MUDABAGILU ), 216946, 1700692, Drinking water, 0, 0, 0, 0, 0, 0, 321256, 321256
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, BALE ( MUDABAGILU ), 216946, 1700692, Maintenance of community system, 0, 0, 0, 0, 0, 0, 113085, 113085
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, BALE ( MUDABAGILU ), 216946, 1700692, Roads, 0, 0, 0, 0, 0, 0, 528911, 528911
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, BALE ( MUDABAGILU ), 216946, 1700692, Rural electrification, 0, 0, 0, 0, 0, 0, 113079, 113079
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, BALE ( MUDABAGILU ), 216946, 1700692, Total, 0, 0, 0, 0, 0, 0, 1076331, 1076331
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KAREKESHWARA ( MELPAL), 216952, 1704361, Drinking water, 0, 0, 0, 0, 0, 0, 402690, 402690
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KAREKESHWARA ( MELPAL), 216952, 1704361, Health, 0, 0, 0, 0, 0, 0, 66000, 66000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KAREKESHWARA ( MELPAL), 216952, 1704361, Land improvement, 0, 0, 0, 0, 0, 0, 10500, 10500
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KAREKESHWARA ( MELPAL), 216952, 1704361, Roads, 0, 0, 0, 0, 0, 0, 388998, 388998
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KAREKESHWARA ( MELPAL), 216952, 1704361, Rural electrification, 0, 0, 0, 0, 0, 0, 30000, 30000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KAREKESHWARA ( MELPAL), 216952, 1704361, Total, 0, 0, 0, 0, 0, 0, 898188, 898188
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, MUTHINAKOPPA, 216955, 1704365, Drinking water, 0, 0, 0, 0, 0, 0, 903700, 903700
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, MUTHINAKOPPA, 216955, 1704365, Education, 0, 0, 0, 0, 0, 0, 10000, 10000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, MUTHINAKOPPA, 216955, 1704365, Health, 0, 0, 0, 0, 0, 0, 81067, 81067
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, MUTHINAKOPPA, 216955, 1704365, Libraries, 0, 0, 0, 0, 0, 0, 30000, 30000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, MUTHINAKOPPA, 216955, 1704365, Roads, 0, 0, 0, 0, 0, 0, 36000, 36000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, MUTHINAKOPPA, 216955, 1704365, Rural electrification, 0, 0, 0, 0, 0, 0, 10000, 10000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, MUTHINAKOPPA, 216955, 1704365, Social welfare, 0, 0, 0, 0, 0, 0, 20000, 20000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, MUTHINAKOPPA, 216955, 1704365, Total, 0, 0, 0, 0, 0, 0, 1090767, 1090767
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KADAHINABYLU, 216950, 1704362, Drinking water, 0, 0, 0, 0, 0, 0, 388941, 388941
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KADAHINABYLU, 216950, 1704362, Maintenance of community system, 0, 0, 0, 0, 0, 0, 303480, 303480
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KADAHINABYLU, 216950, 1704362, Public distribution system, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KADAHINABYLU, 216950, 1704362, Roads, 0, 0, 0, 0, 0, 0, 290616, 290616
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KADAHINABYLU, 216950, 1704362, Rural housing, 0, 0, 0, 0, 0, 0, 45000, 45000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, NARASIMHARAJAPURA, 6137, KADAHINABYLU, 216950, 1704362, Total, 0, 0, 0, 0, 0, 0, 1078037, 1078037
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, KUTHAGODU, 216962, 2865788, Drinking water, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, KUTHAGODU, 216962, 2865788, Roads, 0, 0, 0, 0, 0, 0, 78000, 78000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, KUTHAGODU, 216962, 2865788, Total, 0, 0, 0, 0, 0, 0, 128000, 128000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, DHAREKOPPA, 216960, 2840989, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 27694, 27694
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, DHAREKOPPA, 216960, 2840989, Total, 0, 0, 0, 0, 0, 0, 27694, 27694
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, NEMMARU, 216965, 2818131, Drinking water, 0, 0, 0, 0, 0, 0, 174855, 174855
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, NEMMARU, 216965, 2818131, GP Office Infrastructure, 0, 0, 0, 0, 0, 0, 38856, 38856
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, NEMMARU, 216965, 2818131, Roads, 0, 0, 0, 0, 0, 0, 155425, 155425
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, NEMMARU, 216965, 2818131, Rural housing, 0, 0, 0, 0, 0, 0, 19428, 19428
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, SRINGERI, 6138, NEMMARU, 216965, 2818131, Total, 0, 0, 0, 0, 0, 0, 388564, 388564
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BAGGAVALLI, 216971, 1621336, Drinking water, 0, 0, 0, 0, 110000, 0, 457081, 567081
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BAGGAVALLI, 216971, 1621336, Education, 0, 0, 0, 0, 65000, 0, 0, 65000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BAGGAVALLI, 216971, 1621336, Health, 0, 0, 0, 0, 60000, 0, 0, 60000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BAGGAVALLI, 216971, 1621336, Maintenance of community system, 0, 0, 0, 0, 0, 0, 25000, 25000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BAGGAVALLI, 216971, 1621336, Non-conventional energy sources, 0, 0, 0, 0, 0, 0, 120000, 120000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BAGGAVALLI, 216971, 1621336, Roads, 0, 0, 0, 0, 130000, 0, 380000, 510000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BAGGAVALLI, 216971, 1621336, Total, 0, 0, 0, 0, 365000, 0, 982081, 1347081
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Drinking water, 0, 0, 0, 0, 0, 0, 952594, 952594
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Education, 0, 0, 0, 0, 0, 0, 40000, 40000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Family welfare, 0, 0, 0, 0, 0, 0, 5000, 5000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Health, 0, 0, 0, 0, 0, 0, 45000, 45000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Maintenance of community system, 0, 0, 0, 0, 0, 0, 96000, 96000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Markets and fairs, 0, 0, 0, 0, 0, 0, 40000, 40000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Roads, 0, 0, 0, 0, 0, 0, 280000, 280000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Rural electrification, 0, 0, 0, 0, 0, 0, 180000, 180000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Sanitation, 0, 0, 0, 0, 0, 0, 294000, 294000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Social welfare, 0, 0, 0, 0, 0, 0, 30000, 30000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BELENAHALLI, 216974, 1697076, Total, 0, 0, 0, 0, 0, 0, 1962594, 1962594
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, CHIKKANAVANGALA, 216979, 1736778, Drinking water, 0, 0, 0, 0, 0, 0, 582530, 582530
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, CHIKKANAVANGALA, 216979, 1736778, Maintenance of community system, 0, 0, 0, 0, 0, 0, 236840, 236840
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, CHIKKANAVANGALA, 216979, 1736778, Roads, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, CHIKKANAVANGALA, 216979, 1736778, Welfare of the weaker sections, 0, 0, 0, 0, 0, 0, 18000, 18000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, CHIKKANAVANGALA, 216979, 1736778, Women and child development, 0, 0, 0, 0, 0, 0, 35000, 35000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, CHIKKANAVANGALA, 216979, 1736778, Total, 0, 0, 0, 0, 0, 0, 922370, 922370
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NANDI BATTLU, 217002, 1708437, Drinking water, 0, 0, 0, 0, 0, 0, 465000, 465000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NANDI BATTLU, 217002, 1708437, Education, 0, 0, 0, 0, 0, 0, 65000, 65000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NANDI BATTLU, 217002, 1708437, Roads, 0, 0, 0, 0, 0, 0, 10000, 10000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NANDI BATTLU, 217002, 1708437, Total, 0, 0, 0, 0, 0, 0, 540000, 540000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, TYAGADAKATTE, 217011, 1674871, Drinking water, 0, 0, 0, 0, 0, 0, 345000, 345000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, TYAGADAKATTE, 217011, 1674871, Sanitation, 0, 0, 0, 0, 0, 0, 20000, 20000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, TYAGADAKATTE, 217011, 1674871, Total, 0, 0, 0, 0, 0, 0, 365000, 365000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, JAVOOR, 216989, 1735008, Drinking water, 0, 0, 0, 0, 0, 0, 585000, 585000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, JAVOOR, 216989, 1735008, Non-conventional energy sources, 0, 0, 0, 0, 0, 0, 45445, 45445
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, JAVOOR, 216989, 1735008, Roads, 0, 0, 0, 0, 0, 0, 57000, 57000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, JAVOOR, 216989, 1735008, Rural electrification, 0, 0, 0, 0, 0, 0, 25000, 25000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, JAVOOR, 216989, 1735008, Sanitation, 0, 0, 0, 0, 0, 0, 87000, 87000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, JAVOOR, 216989, 1735008, Total, 0, 0, 0, 0, 0, 0, 799445, 799445
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NARANAPURA, 217003, 1708436, Drinking water, 0, 0, 0, 0, 0, 0, 268104, 268104
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NARANAPURA, 217003, 1708436, Health, 0, 0, 0, 0, 0, 0, 7500, 7500
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NARANAPURA, 217003, 1708436, Maintenance of community system, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NARANAPURA, 217003, 1708436, Non-conventional energy sources, 0, 0, 0, 0, 0, 0, 16320, 16320
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NARANAPURA, 217003, 1708436, Poverty allevation programme, 0, 0, 0, 0, 0, 0, 36000, 36000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NARANAPURA, 217003, 1708436, Roads, 0, 0, 0, 0, 0, 0, 215801, 215801
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NARANAPURA, 217003, 1708436, Rural electrification, 0, 0, 0, 0, 0, 0, 419480, 419480
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NARANAPURA, 217003, 1708436, Total, 0, 0, 0, 0, 0, 0, 1013205, 1013205
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, SOKKE, 217007, 1674872, Drinking water, 0, 0, 0, 0, 0, 0, 843076, 843076
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, SOKKE, 217007, 1674872, Health, 0, 0, 0, 0, 0, 0, 38762, 38762
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, SOKKE, 217007, 1674872, Rural electrification, 0, 0, 0, 0, 0, 0, 32000, 32000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, SOKKE, 217007, 1674872, Rural housing, 0, 0, 0, 0, 0, 0, 63720, 63720
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, SOKKE, 217007, 1674872, Total, 0, 0, 0, 0, 0, 0, 977558, 977558
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LAKKAVALLI, 216997, 1724919, Drinking water, 0, 0, 0, 0, 0, 0, 360000, 360000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LAKKAVALLI, 216997, 1724919, Health, 0, 0, 0, 0, 0, 0, 76500, 76500
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LAKKAVALLI, 216997, 1724919, Maintenance of community system, 0, 0, 0, 0, 0, 0, 470000, 470000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LAKKAVALLI, 216997, 1724919, Public distribution system, 0, 0, 0, 0, 0, 0, 437000, 437000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LAKKAVALLI, 216997, 1724919, Roads, 0, 0, 0, 0, 0, 0, 320000, 320000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LAKKAVALLI, 216997, 1724919, Sanitation, 0, 0, 0, 0, 0, 0, 497000, 497000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LAKKAVALLI, 216997, 1724919, Total, 0, 0, 0, 0, 0, 0, 2160500, 2160500
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LINGADAHALLI, 216998, 1682984, Drinking water, 0, 0, 0, 0, 0, 0, 733190, 733190
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LINGADAHALLI, 216998, 1682984, Roads, 0, 0, 0, 0, 0, 0, 505215, 505215
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LINGADAHALLI, 216998, 1682984, Rural electrification, 0, 0, 0, 0, 0, 0, 296720, 296720
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, LINGADAHALLI, 216998, 1682984, Total, 0, 0, 0, 0, 0, 0, 1535125, 1535125
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KORATIKERE, 216995, 1724917, Drinking water, 0, 0, 0, 0, 0, 0, 1081600, 1081600
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KORATIKERE, 216995, 1724917, Sanitation, 0, 0, 0, 0, 0, 0, 110000, 110000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KORATIKERE, 216995, 1724917, Women and child development, 0, 0, 0, 0, 0, 0, 20000, 20000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KORATIKERE, 216995, 1724917, Total, 0, 0, 0, 0, 0, 0, 1211600, 1211600
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BUKKAMBUDI, 216977, 2674494, Sanitation, 0, 0, 0, 0, 0, 0, 140000, 140000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, BUKKAMBUDI, 216977, 2674494, Total, 0, 0, 0, 0, 0, 0, 140000, 140000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, GADIHALLI, 216982, 1700110, Cultural activities, 0, 0, 0, 0, 0, 0, 102871, 102871
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, GADIHALLI, 216982, 1700110, Drinking water, 0, 0, 0, 0, 0, 0, 680000, 680000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, GADIHALLI, 216982, 1700110, Health, 0, 0, 0, 0, 0, 0, 50000, 50000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, GADIHALLI, 216982, 1700110, Public distribution system, 0, 0, 0, 0, 0, 0, 55000, 55000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, GADIHALLI, 216982, 1700110, Social forestry and farm forestry, 0, 0, 0, 0, 0, 0, 40000, 40000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, GADIHALLI, 216982, 1700110, Women and child development, 0, 0, 0, 0, 0, 0, 16000, 16000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, GADIHALLI, 216982, 1700110, Total, 0, 0, 0, 0, 0, 0, 943871, 943871
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KALLENAHALLI, 216990, 1674870, Drinking water, 0, 0, 0, 0, 0, 0, 795000, 795000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KALLENAHALLI, 216990, 1674870, Education, 0, 0, 0, 0, 0, 0, 50662, 50662
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KALLENAHALLI, 216990, 1674870, Maintenance of community system, 0, 0, 0, 0, 0, 0, 100000, 100000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KALLENAHALLI, 216990, 1674870, Public distribution system, 0, 0, 0, 0, 0, 0, 186000, 186000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KALLENAHALLI, 216990, 1674870, Roads, 0, 0, 0, 0, 0, 0, 107000, 107000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, KALLENAHALLI, 216990, 1674870, Total, 0, 0, 0, 0, 0, 0, 1238662, 1238662
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NANDI BATTLU, 217002, 2781635, Administrative & Technical Support, 0, 0, 0, 0, 0, 0, 15000, 15000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NANDI BATTLU, 217002, 2781635, Drinking water, 0, 0, 0, 0, 0, 0, 383500, 383500
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NANDI BATTLU, 217002, 2781635, Sanitation, 0, 0, 0, 0, 0, 0, 97000, 97000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NANDI BATTLU, 217002, 2781635, Welfare of the weaker sections, 0, 0, 0, 0, 0, 0, 73500, 73500
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, NANDI BATTLU, 217002, 2781635, Total, 0, 0, 0, 0, 0, 0, 569000, 569000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Drinking water, 0, 0, 0, 0, 215000, 0, 428000, 643000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Family welfare, 0, 0, 0, 0, 0, 0, 70000, 70000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Health, 0, 0, 0, 0, 0, 0, 5000, 5000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Roads, 0, 0, 0, 0, 0, 0, 70000, 70000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Rural electrification, 0, 0, 0, 0, 0, 0, 160000, 160000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Sanitation, 0, 0, 0, 0, 45000, 0, 30000, 75000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Technical training and vocational education, 0, 0, 0, 0, 0, 0, 103000, 103000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Welfare of the weaker sections, 0, 0, 0, 0, 0, 0, 31000, 31000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Women and child development, 0, 0, 0, 0, 6000, 0, 16000, 22000
2017, KARNATAKA, 29, CHIKKAMAGALURU, 487, TARIKERE, 6139, DORANALU, 216981, 1618920, Total, 0, 0, 0, 0, 266000, 0, 913000, 1179000
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, PAGADALABANDE, 217042, 1682985, Drinking water, 0, 0, 0, 0, 0, 0, 151000, 151000
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, PAGADALABANDE, 217042, 1682985, Land improvement, 0, 0, 0, 0, 0, 0, 498106, 498106
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, PAGADALABANDE, 217042, 1682985, Roads, 0, 0, 0, 0, 0, 0, 220000, 220000
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, PAGADALABANDE, 217042, 1682985, Sanitation, 0, 0, 0, 0, 0, 0, 11035, 11035
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, PAGADALABANDE, 217042, 1682985, Total, 0, 0, 0, 0, 0, 0, 880141, 880141
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, NELAGETHANAHATTI, 217038, 1848846, Drinking water, 0, 0, 0, 0, 0, 0, 932325, 932325
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, NELAGETHANAHATTI, 217038, 1848846, Land improvement, 0, 0, 0, 0, 0, 0, 60638, 60638
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, NELAGETHANAHATTI, 217038, 1848846, Maintenance of community system, 0, 0, 0, 0, 0, 0, 363830, 363830
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, NELAGETHANAHATTI, 217038, 1848846, Roads, 0, 0, 0, 0, 0, 0, 738830, 738830
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, NELAGETHANAHATTI, 217038, 1848846, Rural electrification, 0, 0, 0, 0, 0, 0, 250055, 250055
2017, KARNATAKA, 29, CHITRADURGA, 488, CHALLAKERE, 6140, NELAGETHANAHATTI, 217038, 1848846, Sanitation, 0, 0, 0, 0, 0, 0, 733885, 733885
